,School,Program,District,Longitude,Latitude,Cutoff,Quality,Size
1327,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Ejisu/Juaben (Ejisu),-1.388735175,6.70792675,263,283,60
1328,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Manya Krobo (Odumase-Krobo),-0.127511591,6.414916515,199,239.6736842,95
1329,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418,334,357.4888889,90
1330,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Dangme East (Ada),0.10686218,5.914733887,278,300.0714286,42
1331,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Tema,-0.050088216,5.69031477,252,280.7777778,90
1332,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418,377,395.1153846,78
1333,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Suhum/Kraboa/Coaltar,-0.474989742,5.944515228,215,254.5,6
1334,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Atwima / Nwabiagya (Nkawie),-1.808757067,6.681337357,324,340.08,50
1335,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Sunyani,-2.327423334,7.344677925,282,304.9636364,55
1336,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Tamale,-0.784348249,9.383351326,208,269.1805556,72
1337,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Wa Municipal,-2.285030365,10.03062153,223,240.625,40
1338,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Akwapim South (Nsawam),-0.268249363,5.826002598,266,287.5,40
1339,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Agona Swedru,-0.755242527,5.617353439,207,238.9375,80
1340,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Suhum/Kraboa/Coaltar,-0.474989742,5.944515228,283,318.5,90
1341,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Adansi West (Obuasi),-1.65927422,5.986411572,293,314.84,50
1342,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Adansi West (Obuasi),-1.65927422,5.986411572,263,292.66,50
1343,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,East Akim (Kibi),-0.454344213,6.178557873,216,258.4444444,9
1344,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Tema,-0.050088216,5.69031477,252,280.7777778,90
1345,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Ga West (Amasaman),-0.397510529,5.664687634,247,276.8,40
1346,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Kwaebibirem (Kade),-0.799037278,6.133318901,216,252.6052632,38
1347,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Ga West (Amasaman),-0.397510529,5.664687634,247,276.8,40
1348,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Kwahu South (Mpraeso),-0.635528684,6.619226456,237,266.8375,80
1349,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Offinso,-1.890868545,7.34876442,214,254.4516129,31
1350,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Welding & Fabrication,Kumasi Metro,-1.597187161,6.682059765,298,318.0571429,35
1351,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Yilo Krobo (Somanya),-0.18159321,6.186355114,205,230.3333333,24
1352,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Kwabre (Mamponteng),-1.541420102,6.806778431,212,257.147651,149
1353,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Akwapim South (Nsawam),-0.268249363,5.826002598,266,287.5,40
1354,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Kumasi Metro,-1.597187161,6.682059765,328,345.5838926,149
1355,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Akwapim North (Akropong),-0.166071147,5.976426125,202,260.3125,16
1356,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Dangme West (Dodowa),0.512386501,5.786250591,207,257.56,50
1357,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,East Akim (Kibi),-0.454344213,6.178557873,226,261.7083333,24
1358,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418,279,297.9166667,24
1359,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Ajumako/Enyan/Essiam (Ajumako),-1.005384564,5.401724815,260,260,1
1360,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Ketu (Denu),1.032708645,6.111227512,238,283.4444444,135
1361,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Kwahu North (Donkorkrom),-0.264697343,6.911973476,216,258.6923077,78
1362,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Ejura/Sekyedumase (Ejura),-1.367965341,7.462873936,211,250.1489362,47
1363,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Ejisu/Juaben (Ejisu),-1.388735175,6.70792675,285,307.89,100
1364,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Block Laying & Concreting,Cape Coast Municipal,-1.306593895,5.153656006,213,260.4117647,17
1365,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Dormaa (Dormaa Ahenkro),-2.753840446,7.222848892,286,305.7555556,45
1366,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Akatsi,0.842700481,6.206889153,230,265.6125,80
1367,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Electrical Installation Works,Wa Municipal,-2.285030365,10.03062153,185,229.2857143,7
1368,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Akwapim South (Nsawam),-0.268249363,5.826002598,292,313.42,50
1369,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Kassena/Nankani (Navrongo),-1.217440963,10.90942287,271,294.3,90
1370,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Birim South (Akim Oda),-0.969164491,5.864167213,288,311,35
1371,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,East Gonja (Salaga),-0.5339396,8.729157448,239,268.7,50
1372,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Kwahu South (Mpraeso),-0.635528684,6.619226456,221,257.7586207,29
1373,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Keta,0.853055775,5.907464027,205,248.5584416,77
1374,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Asunafo (Goaso),-2.683745623,6.80908823,217,252.6222222,180
1375,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Tema,-0.050088216,5.69031477,230,270.4916667,120
1376,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418,277,293.2022472,89
1377,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Ga West (Amasaman),-0.397510529,5.664687634,273,303.4888889,45
1378,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kwahu North (Donkorkrom),-0.264697343,6.911973476,205,263.5555556,9
1379,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Accra Metropolitan,-0.197115257,5.607395649,335,361.875,40
1380,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,East Mamprusi (Gambaga),-0.414157361,10.47127342,210,232.25,8
1381,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,New Juaben (Koforidua),-0.297512323,6.112612724,345,367.1555556,180
1382,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Ho Municipal,0.52614224,6.717607021,237,263.5454545,11
1383,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Accra Metropolitan,-0.197115257,5.607395649,335,361.875,40
1384,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Cape Coast Municipal,-1.306593895,5.153656006,202,258.375,80
1385,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Kwahu South (Mpraeso),-0.635528684,6.619226456,237,266.8375,80
1386,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Bawku East (Bawku),-0.18813774,11.03635216,263,279.2,90
1387,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Ho Municipal,0.52614224,6.717607021,346,370.9666667,90
1388,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Adansi West (Obuasi),-1.65927422,5.986411572,240,272.23,200
1389,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Akwapim South (Nsawam),-0.268249363,5.826002598,292,313.42,50
1390,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Savelugu/Nanton (Savelugu),-0.815288663,9.811800957,209,235.4074074,27
1391,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Jirapa/Lambusie (Jirapa),-2.583322525,10.69203472,264,295.02,50
1392,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Ga West (Amasaman),-0.397510529,5.664687634,231,267.0379747,79
1393,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Techiman,-1.944841981,7.677614689,256,271,50
1394,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Wa Municipal,-2.285030365,10.03062153,NA,NA,NA
1395,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Dangme West (Dodowa),0.512386501,5.786250591,287,311.875,40
1396,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Mech. Eng. Craft Pract.,Bolgatanga,-0.880232632,10.74245644,192,234.6770833,96
1397,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Bolgatanga,-0.880232632,10.74245644,239,256.2857143,70
1398,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Sekyere West (Mampong),-1.180076838,7.199564934,261,287.14,50
1399,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Builsa (Sandema),-1.337494493,10.55707264,220,245.52,50
1400,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Wa Municipal,-2.285030365,10.03062153,319,337.4444444,45
1401,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418,223,244.4,60
1402,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Sisala/Tumu (Tumu),-1.731065869,10.57417774,225,240.62,50
1403,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Afigya Sekyere (Agona),-1.548614264,7.00199604,222,260,50
1404,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Accra Metropolitan,-0.197115257,5.607395649,330,345.85,40
1405,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Ketu (Denu),1.032708645,6.111227512,214,250.65,40
1406,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Akwapim North (Akropong),-0.166071147,5.976426125,209,257.8384615,130
1407,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Upper Denkyira (Dunkwa-On-Offin),-1.867448211,5.957923412,251,269.94,50
1408,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Mech. Eng. Craft Pract.,East Akim (Kibi),-0.454344213,6.178557873,219,280.675,40
1409,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Ahafo Ano South (Mankranso),-1.98917222,6.928771496,231,257.8333333,60
1410,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,North Tongu (Adidome),0.407175899,6.13318634,209,242.05,20
1411,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Asuogyaman (Senchi Ferry),0.08832825,6.189229488,211,237,10
1412,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Nadowli,-2.427624464,10.36250973,235,253.2111111,90
1413,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Hohoe,0.466238558,7.030594826,213,235.1428571,7
1414,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Techiman,-1.944841981,7.677614689,286,309.62,100
1415,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Hohoe,0.466238558,7.030594826,240,251,4
1416,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Ho Municipal,0.52614224,6.717607021,301,331.55,40
1417,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Block Laying & Concreting,Bawku East (Bawku),-0.18813774,11.03635216,205,237.8823529,17
1418,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Manya Krobo (Odumase-Krobo),-0.127511591,6.414916515,199,239.6736842,95
1419,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Ga West (Amasaman),-0.397510529,5.664687634,247,276.8,40
1420,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Nkoranza,-1.515973568,7.664369106,212,253.0192308,104
1421,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,East Akim (Kibi),-0.454344213,6.178557873,209,255.1451613,62
1422,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Kpando,0.267385125,6.89685154,210,242.3928571,28
1423,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Bongo,-0.787704289,10.92411995,281,290.8222222,45
1424,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Accra Metropolitan,-0.197115257,5.607395649,316,333.1315789,38
1425,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,West Akim (Asamankese),-0.609122574,5.833612442,278,300.6333333,60
1426,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Accra Metro,NA,NA,NA,NA,NA
1427,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kintampo,-1.544426322,8.371118546,226,257.4,60
1428,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Dormaa (Dormaa Ahenkro),-2.753840446,7.222848892,227,244.5333333,15
1429,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Upper Denkyira (Dunkwa-On-Offin),-1.867448211,5.957923412,251,269.94,50
1430,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Ejisu/Juaben (Ejisu),-1.388735175,6.70792675,222,248.0465116,43
1431,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Jaman (Drobo),-2.75930357,7.683095932,212,263.0333333,90
1432,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Fashion Design,Bolgatanga,-0.880232632,10.74245644,192,234.6770833,96
1433,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Dormaa (Dormaa Ahenkro),-2.753840446,7.222848892,218,244.75,4
1434,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Ho Municipal,0.52614224,6.717607021,277,304.3333333,30
1435,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Suhum/Kraboa/Coaltar,-0.474989742,5.944515228,214,260,27
1436,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Tamale,-0.784348249,9.383351326,276,297.8,100
1437,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Asante Akim South (Juaso),-1.088292599,6.532979965,208,250.9090909,66
1438,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Suhum/Kraboa/Coaltar,-0.474989742,5.944515228,211,247.4871795,78
1439,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Akwapim South (Nsawam),-0.268249363,5.826002598,396,411.1888889,90
1440,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Painting & Decorating,Cape Coast Municipal,-1.306593895,5.153656006,213,260.4117647,17
1441,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Tamale,-0.784348249,9.383351326,256,275.3222222,90
1442,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Manya Krobo (Odumase-Krobo),-0.127511591,6.414916515,210,246.3,50
1443,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kintampo,-1.544426322,8.371118546,215,236.9166667,36
1444,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Birim South (Akim Oda),-0.969164491,5.864167213,207,250.8703704,54
1445,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Kumasi Metro,-1.597187161,6.682059765,345,364.475,40
1446,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Atebubu,-1.065201521,7.675590515,205,252.3559322,59
1447,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Asuogyaman (Senchi Ferry),0.08832825,6.189229488,209,257.8666667,45
1448,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Carpentry & Joinery,New Juaben (Koforidua),-0.297512323,6.112612724,215,252.0952381,21
1449,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,East Akim (Kibi),-0.454344213,6.178557873,206,266.4555556,90
1450,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Ho Municipal,0.52614224,6.717607021,216,256.8703704,54
1451,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Akwapim South (Nsawam),-0.268249363,5.826002598,205,259.92,50
1452,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Tamale,-0.784348249,9.383351326,200,248.1153846,104
1453,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Keta,0.853055775,5.907464027,243,279.325,40
1454,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Asuogyaman (Senchi Ferry),0.08832825,6.189229488,209,257.8666667,45
1455,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Afigya Sekyere (Agona),-1.548614264,7.00199604,281,304.0666667,60
1456,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Wenchi,-1.944841981,7.677614689,221,250.9756098,41
1457,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Akatsi,0.842700481,6.206889153,230,265.6125,80
1458,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Akwapim South (Nsawam),-0.268249363,5.826002598,396,411.1888889,90
1459,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Cape Coast Municipal,-1.306593895,5.153656006,412,428,40
1460,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Ga West (Amasaman),-0.397510529,5.664687634,231,267.0379747,79
1461,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Kumasi Metro,-1.597187161,6.682059765,310,335.9375,80
1462,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Sunyani,-2.327423334,7.344677925,303,333.3478261,69
1463,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Techiman,-1.944841981,7.677614689,207,250.987013,77
1464,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Cape Coast Municipal,-1.306593895,5.153656006,202,248.725,40
1465,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Hohoe,0.466238558,7.030594826,214,242.2631579,19
1466,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Fanteakwa (Begoro),-0.356094092,6.436070919,213,256.675,40
1467,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,East Akim (Kibi),-0.454344213,6.178557873,206,266.4555556,90
1468,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Cape Coast Municipal,-1.306593895,5.153656006,412,428,40
1469,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Mpohor-Wassa East (Daboase),-1.69756937,5.330795765,224,253.64,25
1470,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Lawra,-2.800941229,10.54639816,288,314.275,80
1471,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Kwabre (Mamponteng),-1.541420102,6.806778431,250,276.475,120
1472,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Birim South (Akim Oda),-0.969164491,5.864167213,266,291.9555556,45
1473,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Amansie East (Bekwai),-1.37072885,6.383360863,276,302.45,60
1474,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,West Gonja (Damongo),-1.700405836,9.505651474,226,248.05,100
1475,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Accra Metropolitan,-0.197115257,5.607395649,302,320.1272727,55
1476,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Akatsi,0.842700481,6.206889153,224,290.5,2
1477,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,East Gonja (Salaga),-0.5339396,8.729157448,231,263.725,40
1478,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,East Mamprusi (Gambaga),-0.414157361,10.47127342,205,221.75,24
1479,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Tamale,-0.784348249,9.383351326,231,248.84,50
1480,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Hohoe,0.466238558,7.030594826,211,253,13
1481,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Sunyani,-2.327423334,7.344677925,219,251.0243902,41
1482,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Sisala/Tumu (Tumu),-1.731065869,10.57417774,259,280.875,40
1483,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Saboba/Chereponi (Saboba),0.166294068,9.916285515,211,227.6666667,6
1484,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Kumasi Metro,-1.597187161,6.682059765,319,344.6,45
1485,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Asuogyaman (Senchi Ferry),0.08832825,6.189229488,283,311.5833333,120
1486,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Tano (Bechem),-2.021415234,7.183659077,216,255.7727273,66
1487,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Wa Municipal,-2.285030365,10.03062153,198,244.3924051,79
1488,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,New Juaben (Koforidua),-0.297512323,6.112612724,336,352.7333333,45
1489,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Hohoe,0.466238558,7.030594826,217,234,4
1490,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Wassa West (Tarkwa),-1.988853216,5.276049137,271,290.65,40
1491,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Edina/Komenda/Eguafo,-1.437419772,5.140793324,216,256.0571429,35
1492,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Nkoranza,-1.515973568,7.664369106,218,248.6666667,39
1493,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Bolgatanga,-0.880232632,10.74245644,258,273.1875,80
1494,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Akwapim North (Akropong),-0.166071147,5.976426125,290,313.025,40
1495,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Edina/Komenda/Eguafo,-1.437419772,5.140793324,216,256.0571429,35
1496,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Keta,0.853055775,5.907464027,213,249.5,38
1497,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Kwabre (Mamponteng),-1.541420102,6.806778431,212,257.147651,149
1498,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Kwahu North (Donkorkrom),-0.264697343,6.911973476,205,263.5555556,9
1499,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Bosomtwe/Atwima/Kwanwoma (Kuntanase),-1.562751651,6.559322834,289,317.45,40
1500,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,New Juaben (Koforidua),-0.297512323,6.112612724,336,352.7333333,45
1501,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Ho Municipal,0.52614224,6.717607021,277,304.3333333,30
1502,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Wassa West (Tarkwa),-1.988853216,5.276049137,206,235.1698113,53
1503,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Kwabre (Mamponteng),-1.541420102,6.806778431,263,287.65,60
1504,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Hohoe,0.466238558,7.030594826,214,242.2631579,19
1505,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Accra Metropolitan,-0.197115257,5.607395649,260,285.6842105,95
1506,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Bole,-2.266675234,8.629695892,230,252.5277778,36
1507,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Kpando,0.267385125,6.89685154,210,242.3928571,28
1508,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Assin North (Assin Fosu),-1.374616981,5.77799511,288,307.875,40
1509,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Tema,-0.050088216,5.69031477,278,306.7083333,120
1510,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,New Juaben (Koforidua),-0.297512323,6.112612724,336,352.7333333,45
1511,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Hohoe,0.466238558,7.030594826,223,223,1
1512,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Asunafo (Goaso),-2.683745623,6.80908823,207,255.5666667,150
1513,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Yilo Krobo (Somanya),-0.18159321,6.186355114,205,230.3333333,24
1514,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Keta,0.853055775,5.907464027,213,249.5,38
1515,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Amansie East (Bekwai),-1.37072885,6.383360863,276,302.45,60
1516,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Wenchi,-1.944841981,7.677614689,226,259.2142857,28
1517,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Asutifi (Kenyasi),-2.515068054,7.028093815,243,267.1,50
1518,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Manya Krobo (Odumase-Krobo),-0.127511591,6.414916515,210,246.3,50
1519,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Wa Municipal,-2.285030365,10.03062153,273,292.5555556,90
1520,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Akwapim North (Akropong),-0.166071147,5.976426125,343,363.825,40
1521,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Birim North ( New Abirem),-1.021674633,6.22278738,228,256.9333333,15
1522,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Akatsi,0.842700481,6.206889153,206,253.244898,98
1523,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Dangme East (Ada),0.10686218,5.914733887,278,300.0714286,42
1524,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Edina/Komenda/Eguafo,-1.437419772,5.140793324,213,241.862069,29
1525,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Akwapim North (Akropong),-0.166071147,5.976426125,228,262.8333333,18
1526,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Yilo Krobo (Somanya),-0.18159321,6.186355114,255,281.1846154,130
1527,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Akwapim North (Akropong),-0.166071147,5.976426125,210,256.78,50
